gene_name	chrom	peak_start	peak_end	start	end	coverage	fire_coverage	score	nuc_coverage	msp_coverage	coverage_H1	fire_coverage_H1	score_H1	nuc_coverage_H1	msp_coverage_H1	coverage_H2	fire_coverage_H2	score_H2	nuc_coverage_H2	msp_coverage_H2	FDR	log_FDR	FIRE_size_mean	FIRE_size_ssd	FIRE_start_ssd	FIRE_end_ssd	local_max_count	peak_length	pass_coverage
CDC20	chr1	43358624	43359042	43358875	43358994	15	13	63.779736	0	15	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	448.7692308	179.5578615	80.54867934	130.5083257	1	418	true
CDC20	chr1	43359102	43359290	43359178	43359197	15	7	33.472317	2	13	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0019313837185334084	27.141314339957226	413.1428571	300.2279293	290.6708988	74.36717146	1	188	true
JAK1	chr1	64836722	64837068	64836810	64836814	29	6	14.797696	15	14	0	0	-1.0	0	0	0	0	-1.0	0	0	0.04411804053267269	13.553837846440267	351.1666667	160.5819625	138.6948689	109.722225	1	346	true
JAK1	chr1	64842469	64842656	64842483	64842509	26	5	14.034685	7	19	0	0	-1.0	0	0	0	0	-1.0	0	0	0.048673229614118595	13.127098360647762	172.8	55.93925277	31.90297792	68.24075029	1	187	true
JAK1	chr1	64884795	64885008	64884838	64884844	27	6	16.60856	12	15	0	0	-1.0	0	0	0	0	-1.0	0	0	0.030811484538517585	15.11287376290193	187.1666667	34.24276079	50.71357478	67.76257571	1	213	true
JAK1	chr1	64887696	64887905	64887852	64887857	31	8	18.740213	17	14	0	0	-1.0	0	0	0	0	-1.0	0	0	0.016847039596414804	17.734764033918527	271.125	136.0991629	161.5122729	57.10375895	1	209	true
JAK1	chr1	64891181	64891443	64891333	64891335	31	10	24.329414	11	20	0	0	-1.0	0	0	0	0	-1.0	0	0	0.005181369593452648	22.855554278495084	326.7	184.6275831	64.28936321	212.749827	1	262	true
JAK1	chr1	64891459	64891700	64891493	64891494	32	10	23.217075	11	21	0	0	-1.0	0	0	0	0	-1.0	0	0	0.005670259837202713	22.463970392944415	306.9	195.9849484	154.2012033	161.6826796	1	241	true
JAK1	chr1	64892958	64893134	64893017	64893026	31	9	20.05168	9	22	0	0	-1.0	0	0	0	0	-1.0	0	0	0.012654965812556115	18.97739023752529	278.0	232.4715036	105.2877011	176.3909011	1	176	true
JAK1	chr1	64893254	64893515	64893301	64893306	32	11	25.872704	11	21	0	0	-1.0	0	0	0	0	-1.0	0	0	0.004560484732420427	23.409889938647048	347.9090909	184.3981858	185.0227013	103.6305501	1	261	true
