gene_name	chrom	peak_start	peak_end	start	end	coverage	fire_coverage	score	nuc_coverage	msp_coverage	coverage_H1	fire_coverage_H1	score_H1	nuc_coverage_H1	msp_coverage_H1	coverage_H2	fire_coverage_H2	score_H2	nuc_coverage_H2	msp_coverage_H2	FDR	log_FDR	FIRE_size_mean	FIRE_size_ssd	FIRE_start_ssd	FIRE_end_ssd	local_max_count	peak_length	pass_coverage
CDC20	chr1	43358677	43359062	43358832	43358948	23	19	62.248985	0	23	10	7	52.433685	0	10	13	12	69.7223	0	13	0.0	100.0	405.0526316	167.8853689	82.71037328	99.83588873	1	385	true
JAK1	chr1	64842323	64842690	64842474	64842483	20	4	13.144251	5	15	11	3	-1.0	3	8	9	1	-1.0	2	7	0.047249544294445237	13.256023757549762	440.75	196.9659446	130.3952325	197.8357905	1	367	true
JAK1	chr1	64879403	64879687	64879410	64879421	25	6	17.182875	9	16	12	1	-1.0	7	5	13	5	27.938765	2	11	0.017971601859308163	17.454132112798128	304.1666667	103.7601401	81.44302712	144.068965	1	284	true
JAK1	chr1	64890838	64891003	64890906	64890909	30	8	19.171038	12	18	9	2	-1.0	3	6	21	6	20.557203	9	12	0.010729884017674565	19.69404972419526	244.375	128.1159492	76.07878905	183.1890125	1	165	true
JAK1	chr1	64891132	64891356	64891295	64891322	31	14	32.00752	5	26	11	4	25.613115	2	9	20	10	35.47445	3	17	0.0017845250537394553	27.484773504124863	312.9285714	175.4100533	132.7837207	174.5372689	1	224	true
JAK1	chr1	64891602	64891855	64891722	64891758	32	17	39.666958	6	26	11	6	40.442123	2	9	21	11	39.21331	4	17	0.000283680695079642	35.47170217625549	326.2352941	151.6956366	128.9750603	86.23296933	1	253	true
JAK1	chr1	64893256	64893480	64893353	64893367	33	12	28.893644	6	27	13	4	22.804941	1	12	20	8	32.801304	5	15	0.002084058949864637	26.810900007089657	238.4166667	60.16108427	50.49992499	62.33067974	1	224	true
JAK1	chr1	64898072	64898276	64898193	64898203	30	6	14.75979	5	25	16	3	-1.0	3	13	14	3	-1.0	2	12	0.03411180652039371	14.670952802682597	223.5	55.59406443	49.0795273	62.61549329	1	204	true
JAK1	chr1	64908701	64908915	64908841	64908856	28	6	15.732351	4	24	13	2	-1.0	2	11	15	4	19.805061	2	13	0.029388334403463907	15.318250270571141	285.8333333	91.80504707	108.3545108	131.2168688	1	214	true
JAK1	chr1	64912810	64913044	64912915	64912931	31	10	23.064295	11	20	16	3	-1.0	7	9	15	7	33.553734	4	11	0.004172892212325239	23.795628331643858	272.6	131.0701254	81.73051926	140.667654	1	234	true
JAK1	chr1	64913396	64913953	64913771	64913827	31	27	63.409546	1	30	15	11	54.881653	1	14	16	16	71.34196	0	16	0.0	100.0	555.3703704	182.6550233	168.2752629	132.6914464	1	557	true
JAK1	chr1	64913856	64914298	64914212	64914213	30	6	13.964587	5	25	15	0	-1.0	4	11	15	6	27.929174	1	14	0.03826188327753917	14.172336574944499	519.0	259.7891453	298.0890247	155.6979983	1	442	true
JAK1	chr1	64915786	64916116	64915858	64915862	29	9	21.416618	11	18	14	2	-1.0	7	7	15	7	32.292465	4	11	0.005734812283755138	22.41480793187918	347.6666667	178.904304	182.2923476	134.7442021	1	330	true
JAK1	chr1	64917214	64917498	64917347	64917365	30	12	28.622591	7	23	14	7	36.6195	4	10	16	5	21.5628	3	13	0.0021202392407201538	26.736151319663087	293.8333333	139.3288023	56.46532859	126.623996	1	284	true
JAK1	chr1	64917387	64917882	64917653	64917676	32	9	21.221523	14	18	15	5	24.716686	7	8	17	4	18.078732	7	10	0.005807403758513769	22.36017978685322	434.2222222	210.6862465	177.6155336	212.9148891	1	495	true
JAK1	chr1	64921002	64921244	64921184	64921191	32	8	18.2506	12	20	15	2	-1.0	8	7	17	6	26.202047	4	13	0.012940947862438646	18.880339125119402	265.75	122.823625	96.42308185	88.31346362	1	242	true
JAK1	chr1	64921792	64922057	64921893	64921906	31	8	18.307888	16	15	14	5	25.418379	7	7	17	3	-1.0	9	8	0.012961923584662085	18.873305432020636	296.0	138.7289238	68.33099589	122.82268	1	265	true
JAK1	chr1	64928854	64929123	64929002	64929029	24	13	38.650135	5	19	12	6	36.635548	3	9	12	7	40.5814	2	10	0.000361165868361058	34.422932990087375	318.9230769	97.53073151	85.64611147	74.59067791	1	269	true
JAK1	chr1	64929379	64929574	64929455	64929469	25	9	26.27418	10	15	13	6	33.526196	5	8	12	3	-1.0	5	7	0.0028756980407847045	25.412567184650175	194.8888889	22.502469	41.53345372	51.03947274	1	195	true
JAK1	chr1	64930149	64930641	64930465	64930479	24	9	27.739824	12	12	13	1	-1.0	9	4	11	8	54.129887	3	8	0.002527933710737693	25.972343186168242	434.2222222	175.7980217	111.7725866	82.83417169	1	492	true
JAK1	chr1	64933552	64933746	64933625	64933643	26	5	13.955083	5	21	14	4	20.54712	4	10	12	1	-1.0	1	11	0.038289781231812633	14.16917114981328	240.4	99.34938349	68.13736126	137.7871547	1	194	true
JAK1	chr1	64939978	64940153	64939989	64940000	25	5	15.231331	11	14	11	3	-1.0	3	8	14	2	-1.0	8	6	0.031643691634930665	14.997128563009124	235.4	87.84816447	76.5323461	128.4745111	1	175	true
JAK1	chr1	64947108	64947287	64947151	64947164	25	5	14.094058	15	10	14	3	-1.0	9	5	11	2	-1.0	6	5	0.0370855545557661	14.30795222417094	264.2	138.2613467	66.42665128	168.13447	1	179	true
JAK1	chr1	64947382	64947557	64947478	64947488	24	6	19.372225	7	17	14	4	21.741594	4	10	10	2	-1.0	3	7	0.008576795635294938	20.66674938006889	222.6666667	135.3287356	119.0243673	26.66583332	1	175	true
JAK1	chr1	64949418	64949760	64949676	64949689	21	4	14.239136	8	13	12	2	-1.0	3	9	9	2	-1.0	5	4	0.036798345234984445	14.341717104426039	212.25	62.17917658	79.47326595	46.04617248	1	342	true
JAK1	chr1	64951182	64951422	64951318	64951337	21	6	20.453886	6	15	12	1	-1.0	5	7	9	5	40.544643	1	8	0.007122435850560886	21.473714536185504	250.6666667	116.0321794	55.35220562	89.64076454	1	240	true
JAK1	chr1	64952078	64952250	64952174	64952184	20	4	14.16212	9	11	11	2	-1.0	6	5	9	2	-1.0	3	6	0.03694984136987841	14.32387421743698	193.0	79.12437467	26.68332813	60.75634398	1	172	true
JAK1	chr1	64961986	64962423	64962330	64962347	16	6	26.560394	6	10	7	4	40.584866	2	5	9	2	-1.0	4	5	0.002875276679956505	25.41320358001545	394.0	102.3835924	162.9348541	199.7863025	1	437	true
JAK1	chr1	64962494	64962775	64962684	64962695	17	8	35.806187	5	12	7	4	45.92907	0	7	10	4	28.620173	5	5	0.0007459766558294386	31.27274762879996	304.0	126.6773178	128.7760376	43.01307941	1	281	true
JAK1	chr1	64966442	64966770	64966509	64966695	18	13	57.95867	0	18	7	6	68.26507	0	7	11	7	51.309147	0	11	0.0	100.0	405.1538462	198.0390728	115.575705	92.6664822	1	328	true
JAK1	chr1	64979678	64979950	64979763	64979781	28	8	21.876705	11	17	10	3	-1.0	3	7	18	5	20.993538	8	10	0.005586614691201084	22.52851280896091	296.5	106.0309928	91.91572227	77.38539914	1	272	true
JAK1	chr1	64996525	64997052	64996937	64996958	22	4	13.655603	10	12	10	0	-1.0	4	6	12	4	25.035273	6	6	0.04104922699184906	13.866950167743905	327.75	195.180899	157.6123938	40.04476662	1	527	true
JAK1	chr1	65002364	65002976	65002869	65002883	23	4	14.560164	14	9	9	0	-1.0	7	2	14	4	23.92027	7	7	0.03449133592517817	14.622899841279109	334.75	279.5226586	270.7241831	26.3375524	1	612	true
JAK1	chr1	65003362	65003652	65003416	65003439	22	4	13.961737	11	11	8	0	-1.0	6	2	14	4	21.93987	5	9	0.03826188327753917	14.172336574944499	218.75	85.32828761	71.36292221	145.971173	1	290	true
