gene_name	chrom	peak_start	peak_end	start	end	coverage	fire_coverage	score	nuc_coverage	msp_coverage	coverage_H1	fire_coverage_H1	score_H1	nuc_coverage_H1	msp_coverage_H1	coverage_H2	fire_coverage_H2	score_H2	nuc_coverage_H2	msp_coverage_H2	FDR	log_FDR	FIRE_size_mean	FIRE_size_ssd	FIRE_start_ssd	FIRE_end_ssd	local_max_count	peak_length	pass_coverage
CDC20	chr1	43358644	43359034	43358754	43358799	27	23	63.4363	0	27	17	16	70.929	0	17	10	7	50.598736	0	10	0.0	100.0	410.3043478	173.4459399	40.02948518	176.7589189	1	390	true
CDC20	chr1	43358692	43359253	43359179	43359185	27	9	23.030117	8	19	17	7	28.42522	4	13	10	2	-1.0	4	6	0.0000669329236486578	41.74360204478829	491.5555556	241.7245908	209.1267558	126.5106495	1	561	true
CDC20	chr1	43359510	43359604	43359547	43359553	28	5	12.814507	13	15	18	5	19.933678	7	11	10	0	-1.0	6	4	0.007086657099029495	21.495585808693786	282.6	356.4755251	376.9542413	40.63003815	1	94	true
JAK1	chr1	64836101	64836432	64836339	64836352	40	7	13.141775	25	15	20	4	15.703669	12	8	20	3	-1.0	13	7	0.006190199644321703	22.08295344028499	345.4285714	114.2553531	96.34733792	139.846174	1	331	true
JAK1	chr1	64836424	64836611	64836487	64836494	40	7	12.916206	16	24	20	2	-1.0	10	10	20	5	18.002817	6	14	0.006833085283784593	21.653831588110602	287.1428571	158.1512236	164.2055912	89.25191741	1	187	true
JAK1	chr1	64836687	64836829	64836742	64836743	40	6	11.195486	15	25	21	4	14.706504	9	12	19	2	-1.0	6	13	0.013459757631063518	18.709627603527103	257.5	120.34409	170.2421804	145.534532	1	142	true
JAK1	chr1	64836840	64837027	64836916	64836924	40	7	13.498322	14	26	21	6	22.131443	8	13	19	1	-1.0	6	13	0.005307953822869001	22.75072863984018	210.5714286	76.7264777	69.72975043	60.12328604	1	187	true
JAK1	chr1	64849247	64849436	64849325	64849327	43	5	8.82571	25	18	29	4	10.582437	16	13	14	1	-1.0	9	5	0.04300909602395222	13.664396854611393	181.0	23.13006701	46.68725736	59.60453003	1	189	true
JAK1	chr1	64864127	64864410	64864315	64864322	51	10	15.429841	25	26	39	7	13.924667	21	18	12	3	-1.0	4	8	0.0019987085537757506	26.992505289007998	322.7	168.2313552	122.8077088	134.4416024	1	283	true
JAK1	chr1	64870072	64870254	64870102	64870106	53	8	11.717686	29	24	37	7	14.584269	19	18	16	1	-1.0	10	6	0.011030138929226368	19.57419017404197	173.625	21.72515001	47.0341821	53.59754125	1	182	true
JAK1	chr1	64879443	64879669	64879559	64879561	60	7	8.954316	36	24	47	5	8.394832	28	19	13	2	-1.0	8	5	0.03939071760490279	14.046061073093991	302.2857143	233.2914588	196.3244399	66.78002268	1	226	true
JAK1	chr1	64890864	64891086	64890922	64890924	42	8	15.0066805	24	18	31	5	12.653845	18	13	11	3	-1.0	6	5	0.0024783851155768173	26.058312078169003	251.0	111.8928058	106.9779684	129.9362481	1	222	true
JAK1	chr1	64891160	64891355	64891252	64891261	41	20	36.26749	8	33	30	14	33.81294	6	24	11	6	42.870792	2	9	0.0	100.0	261.2	181.8835949	82.54255681	131.3800834	1	195	true
JAK1	chr1	64891596	64891901	64891809	64891810	39	23	44.266594	5	34	29	15	38.308968	5	24	10	8	61.443714	0	10	0.0	100.0	341.6086957	161.0586396	156.8083597	64.94305806	1	305	true
JAK1	chr1	64893259	64893507	64893391	64893397	31	8	21.67496	9	22	24	6	20.419764	7	17	6	2	-1.0	1	5	0.0001828946244981218	37.377990587942804	331.625	306.6072115	59.26077358	314.9116656	1	248	true
JAK1	chr1	64894893	64895062	64894942	64894962	34	20	43.102356	3	31	22	10	31.950977	3	19	6	5	63.57524	0	6	0.0	100.0	208.55	91.12656034	34.35154942	84.82030541	1	169	true
JAK1	chr1	64894893	64895206	64895183	64895193	35	8	15.421462	7	28	22	5	15.218127	6	16	6	1	-1.0	1	5	0.0019987085537757506	26.992505289007998	277.75	110.1554097	116.4164323	17.93639556	1	313	true
JAK1	chr1	64895665	64895778	64895677	64895680	33	7	15.518499	13	20	21	3	-1.0	8	13	5	2	-1.0	2	3	0.0018991773992878686	27.21434466577652	167.0	29.00574656	74.45548366	65.34232203	1	113	true
JAK1	chr1	64898106	64898313	64898179	64898185	31	15	36.92198	10	21	14	7	39.78957	6	8	5	2	-1.0	2	3	0.0	100.0	218.1333333	78.0767632	45.35993617	75.0722192	1	207	true
JAK1	chr1	64898623	64898794	64898662	64898664	33	11	24.430878	9	24	14	5	27.365906	4	10	5	1	-1.0	1	4	0.000027444957205580742	45.615374420692724	170.7272727	31.31801689	12.9726986	34.82893259	1	171	true
JAK1	chr1	64901754	64901928	64901830	64901843	34	4	9.155808	17	17	14	2	-1.0	6	8	8	0	-1.0	4	4	0.03506131698990853	14.551717747594024	174.0	47.22993401	27.58471799	38.36991009	1	174	true
JAK1	chr1	64903576	64903796	64903666	64903668	36	4	8.752319	23	13	14	2	-1.0	7	7	8	0	-1.0	7	1	0.044803415532101126	13.486888768455545	239.75	117.5340376	43.93176527	122.0556567	1	220	true
JAK1	chr1	64909081	64909276	64909198	64909199	41	11	20.768353	18	23	19	6	24.491148	7	12	11	3	-1.0	4	7	0.0002904055320371309	35.36995114864795	197.7272727	44.05244808	64.84947606	54.88980697	1	195	true
JAK1	chr1	64912342	64912498	64912427	64912428	36	6	11.776561	16	20	23	5	15.465165	10	13	11	1	-1.0	5	6	0.010891683016694683	19.629050065263048	170.8333333	78.04464534	22.9492193	72.24241598	1	156	true
JAK1	chr1	64912808	64913096	64912958	64912970	34	12	26.007626	18	16	23	12	38.446056	7	16	11	0	-1.0	11	0	0.000022454612567025552	46.486944338746795	329.4166667	222.6029724	48.4671085	191.8713861	1	288	true
